,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
22128,3,RED HOOK,30 WAREHOUSES,4,612,99,,E1,640 COLUMBIA STREET,,11231,0,1,1,"176,040","478,268",2020,4,E1,0.00,6/28/2022,40.6710002,-74.0094881
22129,3,RED HOOK,41 TAX CLASS 4 - OTHER,4,517,44,,Z9,274 VAN BRUNT STREET,,11231,0,0,0,"1,679",0,,4,Z9,400000.00,7/5/2022,40.6802006,-74.0099112
22131,3,RED HOOK,41 TAX CLASS 4 - OTHER,4,517,47,,Z9,114 VERONA STREET,,11231,0,0,0,"1,874",0,,4,Z9,1450000.00,7/5/2022,40.6804065,-74.0100554
22132,3,RED HOOK,41 TAX CLASS 4 - OTHER,4,517,48,,Z9,118 VERONA STREET,,11231,0,0,0,"1,874",0,,4,Z9,1450000.00,7/5/2022,40.6804531,-74.0101239
22133,3,RED HOOK,41 TAX CLASS 4 - OTHER,4,517,49,,Z9,125 IMLAY STREET,,11231,0,0,0,"1,874",0,,4,Z9,1450000.00,7/5/2022,40.6804998,-74.0101925
22134,3,RED HOOK,41 TAX CLASS 4 - OTHER,4,578,29,,Z9,34 OTSEGO STREET,,11231,0,0,0,"1,120",0,,4,Z9,0.00,7/13/2022,40.6747111,-74.0100113
22137,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6955,1,,A2,3871 POPLAR AVENUE,,11224,1,0,1,"4,999","2,117",1960,1,A2,800000.00,11/16/2022,40.5800077,-74.0083771
22138,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6955,17,,A2,3833 OCEAN VIEW AVENUE,,11224,1,0,1,"3,959","2,457",1960,1,A2,0.00,1/27/2023,40.5805485,-74.0074268
22139,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6956,49,,A5,3709 POLAR STREET,,11224,1,0,1,"2,000","1,520",1985,1,A5,538000.00,6/6/2022,40.5804608,-74.0043416
22140,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6956,69,,A5,3751 POLAR STREET,,11224,1,0,1,"2,000","1,520",1980,1,A5,585000.00,12/29/2022,40.5802988,-74.005814
22141,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6957,1,,A1,4405 HIGHLAND AVENUE,,11224,1,0,1,"8,000","2,908",1925,1,A1,710000.00,4/7/2022,40.5793353,-74.0082043
22142,3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6958,35,,A5,3706 POLAR STREET,,11224,1,0,1,"2,000","1,520",1980,1,A5,650000.00,8/23/2022,40.5800629,-74.0041184
